Organizationcode,organizationid,Organizationname,Schoolyear,Test Administration (group),Test Subject,Percent Taking WaAIM,Denominator ExcludingPP,PercentMet IncludingPP
1883,102603,Youth Re-Engagement,2017-18,General,Science,,29,
1884,100358,Legacy High School,2017-18,General,English Language Arts,,56,8.9%
1884,100358,Legacy High School,2017-18,General,Math,,58,
1884,100358,Legacy High School,2017-18,General,Science,,67,
1888,101910,Mason County Detention Center,2017-18,General,English Language Arts,,,
1888,101910,Mason County Detention Center,2017-18,General,Math,,,
1888,101910,Mason County Detention Center,2017-18,General,Science,,,
1892,102341,OASIS K-12,2017-18,General,English Language Arts,,253,35.1%
1892,102341,OASIS K-12,2017-18,General,Math,,252,23.4%
1892,102341,OASIS K-12,2017-18,General,Science,,89,31.4%
1897,100474,Special Education,2017-18,General,English Language Arts,,3,
1897,100474,Special Education,2017-18,General,Math,,3,
1897,100474,Special Education,2017-18,General,Science,,1,
1898,103913,Republic Parent Partner,2017-18,General,English Language Arts,,34,32.3%
1898,103913,Republic Parent Partner,2017-18,General,Math,,34,23.5%
1898,103913,Republic Parent Partner,2017-18,General,Science,,5,
1900,103844,Bridgeport Aurora High School,2017-18,General,English Language Arts,,2,
1900,103844,Bridgeport Aurora High School,2017-18,General,Math,,2,
1900,103844,Bridgeport Aurora High School,2017-18,General,Science,,5,
1902,103846,Raymond Home Link School,2017-18,General,English Language Arts,,51,33.3%
1902,103846,Raymond Home Link School,2017-18,General,Math,,50,10.0%
1902,103846,Raymond Home Link School,2017-18,General,Science,,18,27.7%
1904,103822,Parent Partnership,2017-18,General,English Language Arts,,57,59.6%
1904,103822,Parent Partnership,2017-18,General,Math,,57,29.8%
1904,103822,Parent Partnership,2017-18,General,Science,,27,40.7%
1907,103847,Port Gardner,2017-18,General,English Language Arts,,49,61.2%
1907,103847,Port Gardner,2017-18,General,Math,,49,40.8%
1907,103847,Port Gardner,2017-18,General,Science,,14,78.5%
1910,103817,Marysville SD Special,2017-18,General,English Language Arts,,8,
1910,103817,Marysville SD Special,2017-18,General,Math,,8,
1910,103817,Marysville SD Special,2017-18,General,Science,,5,
1915,103852,Special Ed School,2017-18,General,English Language Arts,9.09%,10,
1915,103852,Special Ed School,2017-18,General,Math,9.09%,10,
1915,103852,Special Ed School,2017-18,General,Science,,1,
1919,103818,Independent Scholar,2017-18,General,English Language Arts,,42,47.6%
1919,103818,Independent Scholar,2017-18,General,Math,,42,33.3%
1919,103818,Independent Scholar,2017-18,General,Science,,16,37.5%
1922,103816,Loon Lake Homelink Program,2017-18,General,English Language Arts,,36,30.5%
1922,103816,Loon Lake Homelink Program,2017-18,General,Math,,36,11.1%
1922,103816,Loon Lake Homelink Program,2017-18,General,Science,,9,
1926,103833,Home Choice Academy,2017-18,General,English Language Arts,,101,45.5%
1926,103833,Home Choice Academy,2017-18,General,Math,,103,22.3%
1926,103833,Home Choice Academy,2017-18,General,Science,,35,40.0%
1927,103839,Marysville Mountain View Arts and Technology High School,2017-18,General,English Language Arts,,41,56.0%
1927,103839,Marysville Mountain View Arts and Technology High School,2017-18,General,Math,,41,14.6%
1927,103839,Marysville Mountain View Arts and Technology High School,2017-18,General,Science,,43,25.5%
1928,103837,Burlington-Edison Alternative School,2017-18,General,English Language Arts,,11,9.0%
1928,103837,Burlington-Edison Alternative School,2017-18,General,Math,,11,
1928,103837,Burlington-Edison Alternative School,2017-18,General,Science,,17,17.6%
1932,103825,Columbia Virtual Academy,2017-18,General,English Language Arts,,75,30.6%
1932,103825,Columbia Virtual Academy,2017-18,General,Math,,74,14.8%
1932,103825,Columbia Virtual Academy,2017-18,General,Science,,71,25.3%
1934,103827,Loowit High School,2017-18,General,English Language Arts,,3,
1934,103827,Loowit High School,2017-18,General,Math,,4,
1934,103827,Loowit High School,2017-18,General,Science,,9,
1935,103831,Eagle Harbor High School,2017-18,General,English Language Arts,,19,94.7%
1935,103831,Eagle Harbor High School,2017-18,General,Math,,19,63.1%
1935,103831,Eagle Harbor High School,2017-18,General,Science,,35,
1938,103861,Student Link,2017-18,General,English Language Arts,,10,60.0%
1938,103861,Student Link,2017-18,General,Math,,10,40.0%
1938,103861,Student Link,2017-18,General,Science,,10,30.0%
1939,103862,Bainbridge Special Education Services,2017-18,General,English Language Arts,9.09%,10,
1939,103862,Bainbridge Special Education Services,2017-18,General,Math,9.09%,10,
1939,103862,Bainbridge Special Education Services,2017-18,General,Science,20.00%,4,
1940,103865,Chelan School of Innovation,2017-18,General,English Language Arts,,11,27.2%
1940,103865,Chelan School of Innovation,2017-18,General,Math,,11,
1940,103865,Chelan School of Innovation,2017-18,General,Science,,10,20.0%
1941,103866,Mid-Columbia Parent Partnership,2017-18,General,English Language Arts,,204,40.6%
1941,103866,Mid-Columbia Parent Partnership,2017-18,General,Math,,204,25.0%
1941,103866,Mid-Columbia Parent Partnership,2017-18,General,Science,,77,33.7%
1942,103876,Cascade K-8 Community School,2017-18,General,English Language Arts,,150,82.0%
1942,103876,Cascade K-8 Community School,2017-18,General,Math,,150,70.0%
1942,103876,Cascade K-8 Community School,2017-18,General,Science,,48,75.0%
1951,103878,Support School,2017-18,General,English Language Arts,,31,
1951,103878,Support School,2017-18,General,Math,,31,
1951,103878,Support School,2017-18,General,Science,,7,
1961,103916,Palouse at Garfield Middle School,2017-18,General,English Language Arts,,42,71.4%
1961,103916,Palouse at Garfield Middle School,2017-18,General,Math,,42,40.4%
1961,103916,Palouse at Garfield Middle School,2017-18,General,Science,,13,69.2%
1962,103918,Garfield at Palouse High School,2017-18,General,English Language Arts,,8,
1962,103918,Garfield at Palouse High School,2017-18,General,Math,,8,
1962,103918,Garfield at Palouse High School,2017-18,General,Science,,8,
1963,103920,Griffin Bay School,2017-18,General,English Language Arts,,11,54.5%
1963,103920,Griffin Bay School,2017-18,General,Math,,11,9.0%
1963,103920,Griffin Bay School,2017-18,General,Science,,11,18.1%
1964,103921,Spokane Valley Learning Academy,2017-18,General,English Language Arts,,46,65.2%
1964,103921,Spokane Valley Learning Academy,2017-18,General,Math,,46,41.3%
1964,103921,Spokane Valley Learning Academy,2017-18,General,Science,,14,78.5%
1966,103929,Edmonds Heights K-12,2017-18,General,English Language Arts,,297,45.4%
1966,103929,Edmonds Heights K-12,2017-18,General,Math,,297,28.2%
1966,103929,Edmonds Heights K-12,2017-18,General,Science,,147,18.3%
1971,103942,Sage Hills High School,2017-18,General,English Language Arts,,5,
1971,103942,Sage Hills High School,2017-18,General,Math,,5,
1971,103942,Sage Hills High School,2017-18,General,Science,,18,11.1%
1972,103953,New Start,2017-18,General,English Language Arts,,18,
1972,103953,New Start,2017-18,General,Math,,23,
1972,103953,New Start,2017-18,General,Science,,26,
1973,103954,Satellite High School,2017-18,General,English Language Arts,,,
1973,103954,Satellite High School,2017-18,General,Math,,,
1975,103959,Stella Schola,2017-18,General,English Language Arts,,87,96.5%
1975,103959,Stella Schola,2017-18,General,Math,,87,98.8%
1975,103959,Stella Schola,2017-18,General,Science,,28,92.8%
1980,103967,Okanogan Alternative High School,2017-18,General,English Language Arts,,6,
1980,103967,Okanogan Alternative High School,2017-18,General,Math,,6,
1980,103967,Okanogan Alternative High School,2017-18,General,Science,,7,
1983,103970,Lynden Academy,2017-18,General,English Language Arts,,133,51.1%
1983,103970,Lynden Academy,2017-18,General,Math,,133,27.0%
1983,103970,Lynden Academy,2017-18,General,Science,,59,52.5%
1986,103974,Muckleshoot Tribal School,2017-18,General,English Language Arts,1.29%,230,13.0%
1986,103974,Muckleshoot Tribal School,2017-18,General,Math,1.29%,230,8.2%
1986,103974,Muckleshoot Tribal School,2017-18,General,Science,2.00%,98,9.1%
1987,103977,Swiftwater Alternative High School,2017-18,General,English Language Arts,,4,
1987,103977,Swiftwater Alternative High School,2017-18,General,Math,,5,
1987,103977,Swiftwater Alternative High School,2017-18,General,Science,,14,21.4%
1992,103984,Skagit Academy,2017-18,General,English Language Arts,,193,48.1%
1992,103984,Skagit Academy,2017-18,General,Math,,193,33.1%
1992,103984,Skagit Academy,2017-18,General,Science,,81,48.1%
2001,100404,Special Programs,2017-18,General,English Language Arts,,6,
2001,100404,Special Programs,2017-18,General,Math,,6,
2001,100404,Special Programs,2017-18,General,Science,,2,
2006,100745,Curlew Elem & High School,2017-18,General,English Language Arts,,104,32.7%
2006,100745,Curlew Elem & High School,2017-18,General,Math,,107,26.1%
2006,100745,Curlew Elem & High School,2017-18,General,Science,,70,31.4%
2007,100786,Star Elem School,2017-18,General,English Language Arts,,2,
2007,100786,Star Elem School,2017-18,General,Math,,2,
2007,100786,Star Elem School,2017-18,General,Science,,1,
2010,100905,Satsop Elementary,2017-18,General,English Language Arts,,39,58.9%
2010,100905,Satsop Elementary,2017-18,General,Math,,39,38.4%
2010,100905,Satsop Elementary,2017-18,General,Science,,11,63.6%
2026,101702,Poulsbo Elementary School,2017-18,General,English Language Arts,,297,58.2%
2026,101702,Poulsbo Elementary School,2017-18,General,Math,,295,53.8%
2026,101702,Poulsbo Elementary School,2017-18,General,Science,,102,54.9%
2027,101855,Green Hill Academic School,2017-18,General,English Language Arts,,14,
2027,101855,Green Hill Academic School,2017-18,General,Math,,14,
2027,101855,Green Hill Academic School,2017-18,General,Science,,42,11.9%
2031,101941,Omak High School,2017-18,General,English Language Arts,0.98%,101,66.3%
2031,101941,Omak High School,2017-18,General,Math,0.97%,102,40.1%
2031,101941,Omak High School,2017-18,General,Science,1.05%,94,41.4%
2036,102096,Larchmont,2017-18,General,English Language Arts,8.62%,159,37.7%
2036,102096,Larchmont,2017-18,General,Math,9.20%,158,24.6%
2036,102096,Larchmont,2017-18,General,Science,5.45%,52,26.9%
2039,102099,Remann Hall Juvenile Detention Center,2017-18,General,English Language Arts,,5,
2039,102099,Remann Hall Juvenile Detention Center,2017-18,General,Math,,5,
2039,102099,Remann Hall Juvenile Detention Center,2017-18,General,Science,,5,
2040,102023,Anderson Island Elementary,2017-18,General,English Language Arts,,14,50.0%
2040,102023,Anderson Island Elementary,2017-18,General,Math,,14,35.7%
2040,102023,Anderson Island Elementary,2017-18,General,Science,,2,
2041,102215,Firwood,2017-18,General,English Language Arts,,17,5.8%
2041,102215,Firwood,2017-18,General,Math,,16,
2041,102215,Firwood,2017-18,General,Science,,6,
2049,102868,Onion Creek Elementary,2017-18,General,English Language Arts,,16,43.7%
2049,102868,Onion Creek Elementary,2017-18,General,Math,,16,31.2%
2049,102868,Onion Creek Elementary,2017-18,General,Science,,1,
2052,103130,Tekoa Elementary School,2017-18,General,English Language Arts,,26,78.5%
2052,103130,Tekoa Elementary School,2017-18,General,Math,,27,75.0%
2052,103130,Tekoa Elementary School,2017-18,General,Science,,6,
2056,102687,Holmes Elementary,2017-18,General,English Language Arts,,212,30.1%
2056,102687,Holmes Elementary,2017-18,General,Math,,208,29.8%
2056,102687,Holmes Elementary,2017-18,General,Science,,64,34.3%
2061,101036,Green Lake Elementary School,2017-18,General,English Language Arts,,202,72.2%
2061,101036,Green Lake Elementary School,2017-18,General,Math,,205,70.2%
2061,101036,Green Lake Elementary School,2017-18,General,Science,,66,77.2%
2062,102906,Northport Elementary School,2017-18,General,English Language Arts,,71,66.1%
2062,102906,Northport Elementary School,2017-18,General,Math,,71,50.7%
2062,102906,Northport Elementary School,2017-18,General,Science,,34,58.8%
2063,101037,John Hay Elementary School,2017-18,General,English Language Arts,,236,83.4%
2063,101037,John Hay Elementary School,2017-18,General,Math,,236,75.0%
2063,101037,John Hay Elementary School,2017-18,General,Science,,83,83.1%
2065,102436,Garfield Elementary School,2017-18,General,English Language Arts,3.77%,204,66.6%
2065,102436,Garfield Elementary School,2017-18,General,Math,3.79%,203,64.0%
2065,102436,Garfield Elementary School,2017-18,General,Science,2.78%,70,60.0%
2066,103050,Fairhaven Middle School,2017-18,General,English Language Arts,2.22%,618,79.4%
2066,103050,Fairhaven Middle School,2017-18,General,Math,2.22%,618,63.7%
2066,103050,Fairhaven Middle School,2017-18,General,Science,2.88%,202,83.1%
2067,103051,Roosevelt Elementary School,2017-18,General,English Language Arts,,199,43.2%
2067,103051,Roosevelt Elementary School,2017-18,General,Math,,198,37.3%
2067,103051,Roosevelt Elementary School,2017-18,General,Science,,54,48.1%
2069,101038,Madrona K-5 School,2017-18,General,English Language Arts,,84,58.3%
2069,101038,Madrona K-5 School,2017-18,General,Math,,84,59.5%
2069,101038,Madrona K-5 School,2017-18,General,Science,,22,59.0%
2070,101039,Beacon Hill International School,2017-18,General,English Language Arts,,210,61.4%
2070,101039,Beacon Hill International School,2017-18,General,Math,,210,72.3%
2070,101039,Beacon Hill International School,2017-18,General,Science,,74,62.1%
2073,102622,Machias Elementary,2017-18,General,English Language Arts,,291,63.9%
2073,102622,Machias Elementary,2017-18,General,Math,,292,65.4%
2073,102622,Machias Elementary,2017-18,General,Science,,80,61.2%
2074,103012,Berney Elementary School,2017-18,General,English Language Arts,,246,56.9%
2074,103012,Berney Elementary School,2017-18,General,Math,,246,53.2%
2074,103012,Berney Elementary School,2017-18,General,Science,,80,62.5%
2075,103052,Whatcom Middle School,2017-18,General,English Language Arts,,715,73.5%
2075,103052,Whatcom Middle School,2017-18,General,Math,,713,63.5%
2075,103052,Whatcom Middle School,2017-18,General,Science,,226,75.6%
2077,101762,Damman Elementary,2017-18,General,English Language Arts,,12,83.3%
2077,101762,Damman Elementary,2017-18,General,Math,,12,75.0%
2077,101762,Damman Elementary,2017-18,General,Science,,6,
2078,103013,Green Park Elementary School,2017-18,General,English Language Arts,4.76%,220,40.0%
2078,103013,Green Park Elementary School,2017-18,General,Math,4.76%,220,34.5%
2078,103013,Green Park Elementary School,2017-18,General,Science,6.67%,70,44.2%
2080,101041,Stevens Elementary School,2017-18,General,English Language Arts,,155,66.4%
